S,AP,F,I,A,W,L,a,b,R
H,15,BUI,00,40604,461.392,461.392,215.348,400,BC
H,15,CUI,00,40604,461.392,461.392,215.348,400,BC
H,15,SUI,00,40604,461.392,461.392,215.348,400,BC
H,15,BEH,05,40604,461.392,461.392,215.348,400,BC
H,15,BEF,05,40604,461.392,461.392,215.348,400,BC
H,15,BIF,05,40604,461.392,461.392,215.348,400,BC
H,15,CEV,05,40604,461.392,461.392,215.348,400,BC
H,15,CIV,05,40604,461.392,461.392,215.348,400,BC
H,15,CIB,05,40604,461.392,461.392,215.348,400,BC
H,15,SEV,05,40604,461.392,461.392,215.348,400,BC
H,15,SIV,05,40604,461.392,461.392,215.348,400,BC
H,15,SIH,05,40604,461.392,461.392,215.348,400,BC
H,15,SEH,05,40604,461.392,461.392,215.348,400,BC
H,15,SIW,05,40604,461.392,461.392,215.348,400,BC
H,15,BEH,20,40604,461.392,461.392,215.348,400,BC
H,15,BEF,20,40604,461.392,461.392,215.348,400,BC
H,15,BIF,20,40604,461.392,461.392,215.348,400,BC
H,15,CEV,20,40604,461.392,461.392,215.348,400,BC
H,15,CIV,20,40604,461.392,461.392,215.348,400,BC
H,15,CIB,20,40604,461.392,461.392,215.348,400,BC
H,15,SEV,20,40604,461.392,461.392,215.348,400,BC
H,15,SIV,20,40604,461.392,461.392,215.348,400,BC
H,15,SIH,20,40604,461.392,461.392,215.348,400,BC
H,15,SEH,20,40604,461.392,461.392,215.348,400,BC
H,15,SIW,20,40604,461.392,461.392,215.348,400,BC
H,45,BUI,00,150943,590.86,590.86,247.715,400,BC
H,45,CUI,00,150943,590.86,590.86,247.715,400,BC
H,45,SUI,00,150943,590.86,590.86,247.715,400,BC
H,45,BEH,05,150943,590.86,590.86,247.715,400,BC
H,45,BEF,05,150943,590.86,590.86,247.715,400,BC
H,45,BIF,05,150943,590.86,590.86,247.715,400,BC
H,45,CEV,05,150943,590.86,590.86,247.715,400,BC
H,45,CIV,05,150943,590.86,590.86,247.715,400,BC
H,45,CIB,05,150943,590.86,590.86,247.715,400,BC
H,45,SEV,05,150943,590.86,590.86,247.715,400,BC
H,45,SIV,05,150943,590.86,590.86,247.715,400,BC
H,45,SIH,05,150943,590.86,590.86,247.715,400,BC
H,45,SEH,05,150943,590.86,590.86,247.715,400,BC
H,45,SIW,05,150943,590.86,590.86,247.715,400,BC
H,45,BEH,20,150943,590.86,590.86,247.715,400,BC
H,45,BEF,20,150943,590.86,590.86,247.715,400,BC
H,45,BIF,20,150943,590.86,590.86,247.715,400,BC
H,45,CEV,20,150943,590.86,590.86,247.715,400,BC
H,45,CIV,20,150943,590.86,590.86,247.715,400,BC
H,45,CIB,20,150943,590.86,590.86,247.715,400,BC
H,45,SEV,20,150943,590.86,590.86,247.715,400,BC
H,45,SIV,20,150943,590.86,590.86,247.715,400,BC
H,45,SIH,20,150943,590.86,590.86,247.715,400,BC
H,45,SEH,20,150943,590.86,590.86,247.715,400,BC
H,45,SIW,20,150943,590.86,590.86,247.715,400,BC
H,05,BUI,00,12504,420.163,420.163,205.041,400,RC
H,05,CUI,00,12504,420.163,420.163,205.041,400,RC
H,05,SUI,00,12504,420.163,420.163,205.041,400,RC
H,05,BEH,05,12504,420.163,420.163,205.041,400,RC
H,05,BEF,05,12504,420.163,420.163,205.041,400,RC
H,05,BIF,05,12504,420.163,420.163,205.041,400,RC
H,05,CEV,05,12504,420.163,420.163,205.041,400,RC
H,05,CIV,05,12504,420.163,420.163,205.041,400,RC
H,05,CIB,05,12504,420.163,420.163,205.041,400,RC
H,05,SEV,05,12504,420.163,420.163,205.041,400,RC
H,05,SIV,05,12504,420.163,420.163,205.041,400,RC
H,05,SIH,05,12504,420.163,420.163,205.041,400,RC
H,05,SEH,05,12504,420.163,420.163,205.041,400,RC
H,05,SIW,05,12504,420.163,420.163,205.041,400,RC
H,05,BEH,20,12504,420.163,420.163,205.041,400,RC
H,05,BEF,20,12504,420.163,420.163,205.041,400,RC
H,05,BIF,20,12504,420.163,420.163,205.041,400,RC
H,05,CEV,20,12504,420.163,420.163,205.041,400,RC
H,05,CIV,20,12504,420.163,420.163,205.041,400,RC
H,05,CIB,20,12504,420.163,420.163,205.041,400,RC
H,05,SEV,20,12504,420.163,420.163,205.041,400,RC
H,05,SIV,20,12504,420.163,420.163,205.041,400,RC
H,05,SIH,20,12504,420.163,420.163,205.041,400,RC
H,05,SEH,20,12504,420.163,420.163,205.041,400,RC
H,05,SIW,20,12504,420.163,420.163,205.041,400,RC
H,15,BUI,00,40604,461.392,461.392,215.348,400,RC
H,15,CUI,00,40604,461.392,461.392,215.348,400,RC
H,15,SUI,00,40604,461.392,461.392,215.348,400,RC
H,15,BEH,05,40604,461.392,461.392,215.348,400,RC
H,15,BEF,05,40604,461.392,461.392,215.348,400,RC
H,15,BIF,05,40604,461.392,461.392,215.348,400,RC
H,15,CEV,05,40604,461.392,461.392,215.348,400,RC
H,15,CIV,05,40604,461.392,461.392,215.348,400,RC
H,15,CIB,05,40604,461.392,461.392,215.348,400,RC
H,15,SEV,05,40604,461.392,461.392,215.348,400,RC
H,15,SIV,05,40604,461.392,461.392,215.348,400,RC
H,15,SIH,05,40604,461.392,461.392,215.348,400,RC
H,15,SEH,05,40604,461.392,461.392,215.348,400,RC
H,15,SIW,05,40604,461.392,461.392,215.348,400,RC
H,15,BEH,20,40604,461.392,461.392,215.348,400,RC
H,15,BEF,20,40604,461.392,461.392,215.348,400,RC
H,15,BIF,20,40604,461.392,461.392,215.348,400,RC
H,15,CEV,20,40604,461.392,461.392,215.348,400,RC
H,15,CIV,20,40604,461.392,461.392,215.348,400,RC
H,15,CIB,20,40604,461.392,461.392,215.348,400,RC
H,15,SEV,20,40604,461.392,461.392,215.348,400,RC
H,15,SIV,20,40604,461.392,461.392,215.348,400,RC
H,15,SIH,20,40604,461.392,461.392,215.348,400,RC
H,15,SEH,20,40604,461.392,461.392,215.348,400,RC
H,15,SIW,20,40604,461.392,461.392,215.348,400,RC
H,45,BUI,00,150943,590.86,590.86,247.715,400,RC
H,45,CUI,00,150943,590.86,590.86,247.715,400,RC
H,45,SUI,00,150943,590.86,590.86,247.715,400,RC
H,45,BEH,05,150943,590.86,590.86,247.715,400,RC
H,45,BEF,05,150943,590.86,590.86,247.715,400,RC
H,45,BIF,05,150943,590.86,590.86,247.715,400,RC
H,45,CEV,05,150943,590.86,590.86,247.715,400,RC
H,45,CIV,05,150943,590.86,590.86,247.715,400,RC
H,45,CIB,05,150943,590.86,590.86,247.715,400,RC
H,45,SEV,05,150943,590.86,590.86,247.715,400,RC
H,45,SIV,05,150943,590.86,590.86,247.715,400,RC
H,45,SIH,05,150943,590.86,590.86,247.715,400,RC
H,45,SEH,05,150943,590.86,590.86,247.715,400,RC
H,45,SIW,05,150943,590.86,590.86,247.715,400,RC
H,45,BEH,20,150943,590.86,590.86,247.715,400,RC
H,45,BEF,20,150943,590.86,590.86,247.715,400,RC
H,45,BIF,20,150943,590.86,590.86,247.715,400,RC
H,45,CEV,20,150943,590.86,590.86,247.715,400,RC
H,45,CIV,20,150943,590.86,590.86,247.715,400,RC
H,45,CIB,20,150943,590.86,590.86,247.715,400,RC
H,45,SEV,20,150943,590.86,590.86,247.715,400,RC
H,45,SIV,20,150943,590.86,590.86,247.715,400,RC
H,45,SIH,20,150943,590.86,590.86,247.715,400,RC
H,45,SEH,20,150943,590.86,590.86,247.715,400,RC
H,45,SIW,20,150943,590.86,590.86,247.715,400,RC
H,05,BUI,00,12504,420.163,420.163,205.041,400,RL
H,05,CUI,00,12504,420.163,420.163,205.041,400,RL
H,05,SUI,00,12504,420.163,420.163,205.041,400,RL
H,05,BEH,05,12504,420.163,420.163,205.041,400,RL
H,05,BEF,05,12504,420.163,420.163,205.041,400,RL
H,05,BIF,05,12504,420.163,420.163,205.041,400,RL
H,05,CEV,05,12504,420.163,420.163,205.041,400,RL
H,05,CIV,05,12504,420.163,420.163,205.041,400,RL
H,05,CIB,05,12504,420.163,420.163,205.041,400,RL
H,05,SEV,05,12504,420.163,420.163,205.041,400,RL
H,05,SIV,05,12504,420.163,420.163,205.041,400,RL
H,05,SIH,05,12504,420.163,420.163,205.041,400,RL
H,05,SEH,05,12504,420.163,420.163,205.041,400,RL
H,05,SIW,05,12504,420.163,420.163,205.041,400,RL
H,05,BEH,20,12504,420.163,420.163,205.041,400,RL
H,05,BEF,20,12504,420.163,420.163,205.041,400,RL
H,05,BIF,20,12504,420.163,420.163,205.041,400,RL
H,05,CEV,20,12504,420.163,420.163,205.041,400,RL
H,05,CIV,20,12504,420.163,420.163,205.041,400,RL
H,05,CIB,20,12504,420.163,420.163,205.041,400,RL
H,05,SEV,20,12504,420.163,420.163,205.041,400,RL
H,05,SIV,20,12504,420.163,420.163,205.041,400,RL
H,05,SIH,20,12504,420.163,420.163,205.041,400,RL
H,05,SEH,20,12504,420.163,420.163,205.041,400,RL
H,05,SIW,20,12504,420.163,420.163,205.041,400,RL
H,15,BUI,00,40604,461.392,461.392,215.348,400,RL
H,15,CUI,00,40604,461.392,461.392,215.348,400,RL
H,15,SUI,00,40604,461.392,461.392,215.348,400,RL
H,15,BEH,05,40604,461.392,461.392,215.348,400,RL
H,15,BEF,05,40604,461.392,461.392,215.348,400,RL
H,15,BIF,05,40604,461.392,461.392,215.348,400,RL
H,15,CEV,05,40604,461.392,461.392,215.348,400,RL
H,15,CIV,05,40604,461.392,461.392,215.348,400,RL
H,15,CIB,05,40604,461.392,461.392,215.348,400,RL
H,15,SEV,05,40604,461.392,461.392,215.348,400,RL
H,15,SIV,05,40604,461.392,461.392,215.348,400,RL
H,15,SIH,05,40604,461.392,461.392,215.348,400,RL
H,15,SEH,05,40604,461.392,461.392,215.348,400,RL
H,15,SIW,05,40604,461.392,461.392,215.348,400,RL
H,15,BEH,20,40604,461.392,461.392,215.348,400,RL
H,15,BEF,20,40604,461.392,461.392,215.348,400,RL
H,15,BIF,20,40604,461.392,461.392,215.348,400,RL
H,15,CEV,20,40604,461.392,461.392,215.348,400,RL
H,15,CIV,20,40604,461.392,461.392,215.348,400,RL
H,15,CIB,20,40604,461.392,461.392,215.348,400,RL
H,15,SEV,20,40604,461.392,461.392,215.348,400,RL
H,15,SIV,20,40604,461.392,461.392,215.348,400,RL
H,15,SIH,20,40604,461.392,461.392,215.348,400,RL
H,15,SEH,20,40604,461.392,461.392,215.348,400,RL
H,15,SIW,20,40604,461.392,461.392,215.348,400,RL
H,45,BUI,00,150943,590.86,590.86,247.715,400,RL
H,45,CUI,00,150943,590.86,590.86,247.715,400,RL
H,45,SUI,00,150943,590.86,590.86,247.715,400,RL
H,45,BEH,05,150943,590.86,590.86,247.715,400,RL
H,45,BEF,05,150943,590.86,590.86,247.715,400,RL
H,45,BIF,05,150943,590.86,590.86,247.715,400,RL
H,45,CEV,05,150943,590.86,590.86,247.715,400,RL
H,45,CIV,05,150943,590.86,590.86,247.715,400,RL
H,45,CIB,05,150943,590.86,590.86,247.715,400,RL
H,45,SEV,05,150943,590.86,590.86,247.715,400,RL
H,45,SIV,05,150943,590.86,590.86,247.715,400,RL
H,45,SIH,05,150943,590.86,590.86,247.715,400,RL
H,45,SEH,05,150943,590.86,590.86,247.715,400,RL
H,45,SIW,05,150943,590.86,590.86,247.715,400,RL
H,45,BEH,20,150943,590.86,590.86,247.715,400,RL
H,45,BEF,20,150943,590.86,590.86,247.715,400,RL
H,45,BIF,20,150943,590.86,590.86,247.715,400,RL
H,45,CEV,20,150943,590.86,590.86,247.715,400,RL
H,45,CIV,20,150943,590.86,590.86,247.715,400,RL
H,45,CIB,20,150943,590.86,590.86,247.715,400,RL
H,45,SEV,20,150943,590.86,590.86,247.715,400,RL
H,45,SIV,20,150943,590.86,590.86,247.715,400,RL
H,45,SIH,20,150943,590.86,590.86,247.715,400,RL
H,45,SEH,20,150943,590.86,590.86,247.715,400,RL
H,45,SIW,20,150943,590.86,590.86,247.715,400,RL
#,05,BUI,00,875.7,33.028,33.028,10.757,10,PC
#,05,CUI,00,875.7,33.028,33.028,10.757,10,PC
#,05,SUI,00,875.7,33.028,33.028,10.757,10,PC
#,05,BEH,05,875.7,33.028,33.028,10.757,10,PC
#,05,BEF,05,875.7,33.028,33.028,10.757,10,PC
#,05,BIF,05,875.7,33.028,33.028,10.757,10,PC
#,05,CEV,05,875.7,33.028,33.028,10.757,10,PC
#,05,CIV,05,875.7,33.028,33.028,10.757,10,PC
#,05,CIB,05,875.7,33.028,33.028,10.757,10,PC
#,05,SEV,05,875.7,33.028,33.028,10.757,10,PC
#,05,SIV,05,875.7,33.028,33.028,10.757,10,PC
#,05,SIH,05,875.7,33.028,33.028,10.757,10,PC
#,05,SEH,05,875.7,33.028,33.028,10.757,10,PC
#,05,SIW,05,875.7,33.028,33.028,10.757,10,PC
#,05,BEH,20,875.7,33.028,33.028,10.757,10,PC
#,05,BEF,20,875.7,33.028,33.028,10.757,10,PC
#,05,BIF,20,875.7,33.028,33.028,10.757,10,PC
#,05,CEV,20,875.7,33.028,33.028,10.757,10,PC
#,05,CIV,20,875.7,33.028,33.028,10.757,10,PC
#,05,CIB,20,875.7,33.028,33.028,10.757,10,PC
#,05,SEV,20,875.7,33.028,33.028,10.757,10,PC
#,05,SIV,20,875.7,33.028,33.028,10.757,10,PC
#,05,SIH,20,875.7,33.028,33.028,10.757,10,PC
#,05,SEH,20,875.7,33.028,33.028,10.757,10,PC
#,05,SIW,20,875.7,33.028,33.028,10.757,10,PC
#,15,BUI,00,6332,82.426,82.426,23.107,10,PC
#,15,CUI,00,6332,82.426,82.426,23.107,10,PC
#,15,SUI,00,6332,82.426,82.426,23.107,10,PC
#,15,BEH,05,6332,82.426,82.426,23.107,10,PC
#,15,BEF,05,6332,82.426,82.426,23.107,10,PC
#,15,BIF,05,6332,82.426,82.426,23.107,10,PC
#,15,CEV,05,6332,82.426,82.426,23.107,10,PC
#,15,CIV,05,6332,82.426,82.426,23.107,10,PC
#,15,CIB,05,6332,82.426,82.426,23.107,10,PC
#,15,SEV,05,6332,82.426,82.426,23.107,10,PC
#,15,SIV,05,6332,82.426,82.426,23.107,10,PC
#,15,SIH,05,6332,82.426,82.426,23.107,10,PC
#,15,SEH,05,6332,82.426,82.426,23.107,10,PC
#,15,SIW,05,6332,82.426,82.426,23.107,10,PC
#,15,BEH,20,6332,82.426,82.426,23.107,10,PC
#,15,BEF,20,6332,82.426,82.426,23.107,10,PC
#,15,BIF,20,6332,82.426,82.426,23.107,10,PC
#,15,CEV,20,6332,82.426,82.426,23.107,10,PC
#,15,CIV,20,6332,82.426,82.426,23.107,10,PC
#,15,CIB,20,6332,82.426,82.426,23.107,10,PC
#,15,SEV,20,6332,82.426,82.426,23.107,10,PC
#,15,SIV,20,6332,82.426,82.426,23.107,10,PC
#,15,SIH,20,6332,82.426,82.426,23.107,10,PC
#,15,SEH,20,6332,82.426,82.426,23.107,10,PC
#,15,SIW,20,6332,82.426,82.426,23.107,10,PC
#,45,BUI,00,52685,232.154,232.154,60.538,10,PC
#,45,CUI,00,52685,232.154,232.154,60.538,10,PC
#,45,SUI,00,52685,232.154,232.154,60.538,10,PC
#,45,BEH,05,52685,232.154,232.154,60.538,10,PC
#,45,BEF,05,52685,232.154,232.154,60.538,10,PC
#,45,BIF,05,52685,232.154,232.154,60.538,10,PC
#,45,CEV,05,52685,232.154,232.154,60.538,10,PC
#,45,CIV,05,52685,232.154,232.154,60.538,10,PC
#,45,CIB,05,52685,232.154,232.154,60.538,10,PC
#,45,SEV,05,52685,232.154,232.154,60.538,10,PC
#,45,SIV,05,52685,232.154,232.154,60.538,10,PC
#,45,SIH,05,52685,232.154,232.154,60.538,10,PC
#,45,SEH,05,52685,232.154,232.154,60.538,10,PC
#,45,SIW,05,52685,232.154,232.154,60.538,10,PC
#,45,BEH,20,52685,232.154,232.154,60.538,10,PC
#,45,BEF,20,52685,232.154,232.154,60.538,10,PC
#,45,BIF,20,52685,232.154,232.154,60.538,10,PC
#,45,CEV,20,52685,232.154,232.154,60.538,10,PC
#,45,CIV,20,52685,232.154,232.154,60.538,10,PC
#,45,CIB,20,52685,232.154,232.154,60.538,10,PC
#,45,SEV,20,52685,232.154,232.154,60.538,10,PC
#,45,SIV,20,52685,232.154,232.154,60.538,10,PC
#,45,SIH,20,52685,232.154,232.154,60.538,10,PC
#,45,SEH,20,52685,232.154,232.154,60.538,10,PC
#,45,SIW,20,52685,232.154,232.154,60.538,10,PC
#,05,BUI,00,875.7,33.028,33.028,10.757,10,BC
#,05,CUI,00,875.7,33.028,33.028,10.757,10,BC
#,05,SUI,00,875.7,33.028,33.028,10.757,10,BC
#,05,BEH,05,875.7,33.028,33.028,10.757,10,BC
#,05,BEF,05,875.7,33.028,33.028,10.757,10,BC
#,05,BIF,05,875.7,33.028,33.028,10.757,10,BC
#,05,CEV,05,875.7,33.028,33.028,10.757,10,BC
#,05,CIV,05,875.7,33.028,33.028,10.757,10,BC
#,05,CIB,05,875.7,33.028,33.028,10.757,10,BC
#,05,SEV,05,875.7,33.028,33.028,10.757,10,BC
#,05,SIV,05,875.7,33.028,33.028,10.757,10,BC
#,05,SIH,05,875.7,33.028,33.028,10.757,10,BC
#,05,SEH,05,875.7,33.028,33.028,10.757,10,BC
#,05,SIW,05,875.7,33.028,33.028,10.757,10,BC
#,05,BEH,20,875.7,33.028,33.028,10.757,10,BC
#,05,BEF,20,875.7,33.028,33.028,10.757,10,BC
#,05,BIF,20,875.7,33.028,33.028,10.757,10,BC
#,05,CEV,20,875.7,33.028,33.028,10.757,10,BC
#,05,CIV,20,875.7,33.028,33.028,10.757,10,BC
#,05,CIB,20,875.7,33.028,33.028,10.757,10,BC
#,05,SEV,20,875.7,33.028,33.028,10.757,10,BC
#,05,SIV,20,875.7,33.028,33.028,10.757,10,BC
#,05,SIH,20,875.7,33.028,33.028,10.757,10,BC
#,05,SEH,20,875.7,33.028,33.028,10.757,10,BC
#,05,SIW,20,875.7,33.028,33.028,10.757,10,BC
#,15,BUI,00,6332,82.426,82.426,23.107,10,BC
#,15,CUI,00,6332,82.426,82.426,23.107,10,BC
#,15,SUI,00,6332,82.426,82.426,23.107,10,BC
#,15,BEH,05,6332,82.426,82.426,23.107,10,BC
#,15,BEF,05,6332,82.426,82.426,23.107,10,BC
#,15,BIF,05,6332,82.426,82.426,23.107,10,BC
#,15,CEV,05,6332,82.426,82.426,23.107,10,BC
#,15,CIV,05,6332,82.426,82.426,23.107,10,BC
#,15,CIB,05,6332,82.426,82.426,23.107,10,BC
#,15,SEV,05,6332,82.426,82.426,23.107,10,BC
#,15,SIV,05,6332,82.426,82.426,23.107,10,BC
#,15,SIH,05,6332,82.426,82.426,23.107,10,BC
#,15,SEH,05,6332,82.426,82.426,23.107,10,BC
#,15,SIW,05,6332,82.426,82.426,23.107,10,BC
#,15,BEH,20,6332,82.426,82.426,23.107,10,BC
#,15,BEF,20,6332,82.426,82.426,23.107,10,BC
#,15,BIF,20,6332,82.426,82.426,23.107,10,BC
#,15,CEV,20,6332,82.426,82.426,23.107,10,BC
#,15,CIV,20,6332,82.426,82.426,23.107,10,BC
#,15,CIB,20,6332,82.426,82.426,23.107,10,BC
#,15,SEV,20,6332,82.426,82.426,23.107,10,BC
#,15,SIV,20,6332,82.426,82.426,23.107,10,BC
#,15,SIH,20,6332,82.426,82.426,23.107,10,BC
#,15,SEH,20,6332,82.426,82.426,23.107,10,BC
#,15,SIW,20,6332,82.426,82.426,23.107,10,BC
#,45,BUI,00,52685,232.154,232.154,60.538,10,BC
#,45,CUI,00,52685,232.154,232.154,60.538,10,BC
#,45,SUI,00,52685,232.154,232.154,60.538,10,BC
#,45,BEH,05,52685,232.154,232.154,60.538,10,BC
#,45,BEF,05,52685,232.154,232.154,60.538,10,BC
#,45,BIF,05,52685,232.154,232.154,60.538,10,BC
#,45,CEV,05,52685,232.154,232.154,60.538,10,BC
#,45,CIV,05,52685,232.154,232.154,60.538,10,BC
#,45,CIB,05,52685,232.154,232.154,60.538,10,BC
#,45,SEV,05,52685,232.154,232.154,60.538,10,BC
#,45,SIV,05,52685,232.154,232.154,60.538,10,BC
#,45,SIH,05,52685,232.154,232.154,60.538,10,BC
#,45,SEH,05,52685,232.154,232.154,60.538,10,BC
#,45,SIW,05,52685,232.154,232.154,60.538,10,BC
#,45,BEH,20,52685,232.154,232.154,60.538,10,BC
#,45,BEF,20,52685,232.154,232.154,60.538,10,BC
#,45,BIF,20,52685,232.154,232.154,60.538,10,BC
#,45,CEV,20,52685,232.154,232.154,60.538,10,BC
#,45,CIV,20,52685,232.154,232.154,60.538,10,BC
#,45,CIB,20,52685,232.154,232.154,60.538,10,BC
#,45,SEV,20,52685,232.154,232.154,60.538,10,BC
#,45,SIV,20,52685,232.154,232.154,60.538,10,BC
#,45,SIH,20,52685,232.154,232.154,60.538,10,BC
#,45,SEH,20,52685,232.154,232.154,60.538,10,BC
#,45,SIW,20,52685,232.154,232.154,60.538,10,BC
#,05,BUI,00,875.7,33.028,33.028,10.757,10,RC
#,05,CUI,00,875.7,33.028,33.028,10.757,10,RC
#,05,SUI,00,875.7,33.028,33.028,10.757,10,RC
#,05,BEH,05,875.7,33.028,33.028,10.757,10,RC
#,05,BEF,05,875.7,33.028,33.028,10.757,10,RC
#,05,BIF,05,875.7,33.028,33.028,10.757,10,RC
#,05,CEV,05,875.7,33.028,33.028,10.757,10,RC
#,05,CIV,05,875.7,33.028,33.028,10.757,10,RC
#,05,CIB,05,875.7,33.028,33.028,10.757,10,RC
#,05,SEV,05,875.7,33.028,33.028,10.757,10,RC
#,05,SIV,05,875.7,33.028,33.028,10.757,10,RC
#,05,SIH,05,875.7,33.028,33.028,10.757,10,RC
#,05,SEH,05,875.7,33.028,33.028,10.757,10,RC
#,05,SIW,05,875.7,33.028,33.028,10.757,10,RC
#,05,BEH,20,875.7,33.028,33.028,10.757,10,RC
#,05,BEF,20,875.7,33.028,33.028,10.757,10,RC
#,05,BIF,20,875.7,33.028,33.028,10.757,10,RC
#,05,CEV,20,875.7,33.028,33.028,10.757,10,RC
#,05,CIV,20,875.7,33.028,33.028,10.757,10,RC
#,05,CIB,20,875.7,33.028,33.028,10.757,10,RC
#,05,SEV,20,875.7,33.028,33.028,10.757,10,RC
#,05,SIV,20,875.7,33.028,33.028,10.757,10,RC
#,05,SIH,20,875.7,33.028,33.028,10.757,10,RC
#,05,SEH,20,875.7,33.028,33.028,10.757,10,RC
#,05,SIW,20,875.7,33.028,33.028,10.757,10,RC
#,15,BUI,00,6332,82.426,82.426,23.107,10,RC
#,15,CUI,00,6332,82.426,82.426,23.107,10,RC
#,15,SUI,00,6332,82.426,82.426,23.107,10,RC
#,15,BEH,05,6332,82.426,82.426,23.107,10,RC
#,15,BEF,05,6332,82.426,82.426,23.107,10,RC
#,15,BIF,05,6332,82.426,82.426,23.107,10,RC
#,15,CEV,05,6332,82.426,82.426,23.107,10,RC
#,15,CIV,05,6332,82.426,82.426,23.107,10,RC
#,15,CIB,05,6332,82.426,82.426,23.107,10,RC
#,15,SEV,05,6332,82.426,82.426,23.107,10,RC
#,15,SIV,05,6332,82.426,82.426,23.107,10,RC
#,15,SIH,05,6332,82.426,82.426,23.107,10,RC
#,15,SEH,05,6332,82.426,82.426,23.107,10,RC
#,15,SIW,05,6332,82.426,82.426,23.107,10,RC
#,15,BEH,20,6332,82.426,82.426,23.107,10,RC
#,15,BEF,20,6332,82.426,82.426,23.107,10,RC
#,15,BIF,20,6332,82.426,82.426,23.107,10,RC
#,15,CEV,20,6332,82.426,82.426,23.107,10,RC
#,15,CIV,20,6332,82.426,82.426,23.107,10,RC
#,15,CIB,20,6332,82.426,82.426,23.107,10,RC
#,15,SEV,20,6332,82.426,82.426,23.107,10,RC
#,15,SIV,20,6332,82.426,82.426,23.107,10,RC
#,15,SIH,20,6332,82.426,82.426,23.107,10,RC
#,15,SEH,20,6332,82.426,82.426,23.107,10,RC
#,15,SIW,20,6332,82.426,82.426,23.107,10,RC
#,45,BUI,00,52685,232.154,232.154,60.538,10,RC
#,45,CUI,00,52685,232.154,232.154,60.538,10,RC
#,45,SUI,00,52685,232.154,232.154,60.538,10,RC
#,45,BEH,05,52685,232.154,232.154,60.538,10,RC
#,45,BEF,05,52685,232.154,232.154,60.538,10,RC
#,45,BIF,05,52685,232.154,232.154,60.538,10,RC
#,45,CEV,05,52685,232.154,232.154,60.538,10,RC
#,45,CIV,05,52685,232.154,232.154,60.538,10,RC
#,45,CIB,05,52685,232.154,232.154,60.538,10,RC
#,45,SEV,05,52685,232.154,232.154,60.538,10,RC
#,45,SIV,05,52685,232.154,232.154,60.538,10,RC
#,45,SIH,05,52685,232.154,232.154,60.538,10,RC
#,45,SEH,05,52685,232.154,232.154,60.538,10,RC
#,45,SIW,05,52685,232.154,232.154,60.538,10,RC
#,45,BEH,20,52685,232.154,232.154,60.538,10,RC
#,45,BEF,20,52685,232.154,232.154,60.538,10,RC
#,45,BIF,20,52685,232.154,232.154,60.538,10,RC
#,45,CEV,20,52685,232.154,232.154,60.538,10,RC
#,45,CIV,20,52685,232.154,232.154,60.538,10,RC
#,45,CIB,20,52685,232.154,232.154,60.538,10,RC
#,45,SEV,20,52685,232.154,232.154,60.538,10,RC
#,45,SIV,20,52685,232.154,232.154,60.538,10,RC
#,45,SIH,20,52685,232.154,232.154,60.538,10,RC
#,45,SEH,20,52685,232.154,232.154,60.538,10,RC
#,45,SIW,20,52685,232.154,232.154,60.538,10,RC
#,05,BUI,00,875.7,33.028,33.028,10.757,10,RL
#,05,CUI,00,875.7,33.028,33.028,10.757,10,RL
#,05,SUI,00,875.7,33.028,33.028,10.757,10,RL
#,05,BEH,05,875.7,33.028,33.028,10.757,10,RL
#,05,BEF,05,875.7,33.028,33.028,10.757,10,RL
#,05,BIF,05,875.7,33.028,33.028,10.757,10,RL
#,05,CEV,05,875.7,33.028,33.028,10.757,10,RL
#,05,CIV,05,875.7,33.028,33.028,10.757,10,RL
#,05,CIB,05,875.7,33.028,33.028,10.757,10,RL
#,05,SEV,05,875.7,33.028,33.028,10.757,10,RL
#,05,SIV,05,875.7,33.028,33.028,10.757,10,RL
#,05,SIH,05,875.7,33.028,33.028,10.757,10,RL
#,05,SEH,05,875.7,33.028,33.028,10.757,10,RL
#,05,SIW,05,875.7,33.028,33.028,10.757,10,RL
#,05,BEH,20,875.7,33.028,33.028,10.757,10,RL
#,05,BEF,20,875.7,33.028,33.028,10.757,10,RL
#,05,BIF,20,875.7,33.028,33.028,10.757,10,RL
#,05,CEV,20,875.7,33.028,33.028,10.757,10,RL
#,05,CIV,20,875.7,33.028,33.028,10.757,10,RL
#,05,CIB,20,875.7,33.028,33.028,10.757,10,RL
#,05,SEV,20,875.7,33.028,33.028,10.757,10,RL
#,05,SIV,20,875.7,33.028,33.028,10.757,10,RL
#,05,SIH,20,875.7,33.028,33.028,10.757,10,RL
#,05,SEH,20,875.7,33.028,33.028,10.757,10,RL
#,05,SIW,20,875.7,33.028,33.028,10.757,10,RL
#,15,BUI,00,6332,82.426,82.426,23.107,10,RL
#,15,CUI,00,6332,82.426,82.426,23.107,10,RL
#,15,SUI,00,6332,82.426,82.426,23.107,10,RL
#,15,BEH,05,6332,82.426,82.426,23.107,10,RL
#,15,BEF,05,6332,82.426,82.426,23.107,10,RL
#,15,BIF,05,6332,82.426,82.426,23.107,10,RL
#,15,CEV,05,6332,82.426,82.426,23.107,10,RL
#,15,CIV,05,6332,82.426,82.426,23.107,10,RL
#,15,CIB,05,6332,82.426,82.426,23.107,10,RL
#,15,SEV,05,6332,82.426,82.426,23.107,10,RL
#,15,SIV,05,6332,82.426,82.426,23.107,10,RL
#,15,SIH,05,6332,82.426,82.426,23.107,10,RL
